SAYEDAH RESTAURANTS DUBAI AE,,,,,,,0
PARKER DRILLING OVERSEAS BV,Parker Drilling Overseas B.V.,"Address: Paasheuvelweg 16, 1105 BH Amsterdam, Netherlands Province: North Holland ",Phone:  +31 20 564 6160,,,https://www.google.com/search?source=hp&ei=9CySXIicBoW6jwSxrLiYBg&q=PARKER+DRILLING+OVERSEAS+BV&oq=PARKER+DRILLING+OVERSEAS+BV&gs_l=psy-ab.3...1528.2064..2100...0.0..0.0.0.......0....1..gws-wiz.....0.#,1
OPERATION FALAFEL REST DUBAI AE,,,,,,,0
AAFAQ HOLDING LLC,,,,,,,0
EMIRATES MOTOR COMPANYEMC SHOWROOM,,,,,,,0
WILMAR SUGAR PTE,Wilmar Sugar Pte. Ltd.,,,,,,1
MADINAT JUM FB DUBAI AE,Madinat Jumeirah,"Description Madinat Jumeirah the Arabian Resort - Dubai is a luxurious 5 star resort in Dubai. It is the largest resort in the Emirate, spreading across over 40 hectares of landscapes and gardens. It is designed to resemble a traditional Arabian town. Wikipedia Address: 6 King Salman Bin Abdulaziz Al Saud St - Dubai - United Arab Emirates ",Phone:  +971 4 366 8888,"4.7 2,698 Google reviews",http://www.jumeirah.com/en/hotels-resorts/dubai/madinat-jumeirah/?utm_source=google&utm_medium=google%20places&utm_campaign=hotel,https://www.google.com/search?source=hp&ei=NS2SXMP2JumsjwSHlYnYCg&q=MADINAT+JUM+FB+DUBAI+AE&oq=MADINAT+JUM+FB+DUBAI+AE&gs_l=psy-ab.3...1472.1676..1696...0.0..0.0.0.......0....1..gws-wiz.....0.#,1
GAZEBO RESTAURANT DUBAI AE,,,,,,,0
GULF GREETINGS GEN TRD DUBAI AE,Gulf Greetings General Trading LLC,Address: Cluster I Sheikh Zayed Road - Dubai - United Arab Emirates ,Phone:  +971 4 347 1174,5.0 1 Google review,http://www.gulfgreetings.net/ggsite/,https://www.google.com/search?source=hp&ei=Sy2SXKzCJ4nijwSNv66gBA&q=GULF+GREETINGS+GEN+TRD+DUBAI+AE&oq=GULF+GREETINGS+GEN+TRD+DUBAI+AE&gs_l=psy-ab.3...1485.2059..2126...0.0..0.0.0.......0....1..gws-wiz.....0.#,1
ABU DHABI WTR ELECTRIC AUTHORITY,Abu Dhabi Water and Electricity Authority,Address: Al Falah St - Abu Dhabi - United Arab Emirates Hours: Closed ⋅ Opens 7AM Thu  ,Phone:  +971 2 694 3333,3.8 22 Google reviews,http://www.adwec.ae/Contact.html,https://www.google.com/search?source=hp&ei=Vy2SXOuQHemkjwSyl6qgAg&q=ABU+DHABI+WTR+ELECTRIC+AUTHORITY&oq=ABU+DHABI+WTR+ELECTRIC+AUTHORITY&gs_l=psy-ab.3...1470.1916..2008...0.0..0.0.0.......0....1..gws-wiz.....0.#,1
BAIT AL BATTERJEE MEDICAL COMPANY DUBAI BRANCH,Al Batterjee Trading,"Address: Sheikh Zayed Road, 3rd Interchange - Dubai - United Arab Emirates ",Phone:  +971 4 338 4366,,http://www.ambatterjee.com/,,1
SINGAPORE TELECOMMUNICATIONS LIMITED,,,,,,,1
OLYMPIC AVIATION,Olympic Aviation,"Address: 16818 Marquardt Ave, Cerritos, CA 90703, USA ",Phone:  +1 562-407-5375,5.0 1 Google review,http://www.ctcoa.com/,https://www.google.com/search?source=hp&ei=ey2SXIr7KuaUjwTIobH4Dw&q=OLYMPIC+AVIATION&oq=OLYMPIC+AVIATION&gs_l=psy-ab.3...1375.1561..1579...0.0..0.0.0.......0....1..gws-wiz.....0.#,1
FOR HUMANITARIAN CARE SPECIAL NE EDS ZAYED HIGHER ORGANIZATION,Zayed Higher Organization,"Address: Al Bateen Executive Airport, Old - Airport Road - Abu Dhabi - United Arab Emirates Hours: Closed ⋅ Opens 7AM Thu  ",Phone:  +971 2 305 6666,4.6 15 Google reviews,http://www.zho.ae/,https://www.google.com/search?source=hp&ei=my2SXNZ8g4-PBOy5nbAN&q=FOR+HUMANITARIAN+CARE+SPECIAL+NE+EDS+ZAYED+HIGHER+ORGANIZATION&oq=FOR+HUMANITARIAN+CARE+SPECIAL+NE+EDS+ZAYED+HIGHER+ORGANIZATION&gs_l=psy-ab.3...1413.1990..2011...0.0..0.0.0.......0....1..gws-wiz.....0.#,1
NESPRESSODUBAI MALL DUBAI AE,Nespresso,"International chain selling its own line of coffee, espresso makers & accessories for home brewing. Located in: The Dubai Mall Address: Shop 216, Ground Floor, The Dubai Mall, Near Waterfall، Downtown Dubai - Dubai - United Arab Emirates Hours: Open ⋅ Closes 11PM  ",Phone:  +971 4 339 9092,4.3 31 Google reviews,https://www.nespresso.com/,https://www.google.com/search?source=hp&ei=py2SXJT_GYWJjwStgpD4Dg&q=NESPRESSODUBAI+MALL+DUBAI+AE&oq=NESPRESSODUBAI+MALL+DUBAI+AE&gs_l=psy-ab.3...1574.1849..1872...0.0..0.0.0.......0....1..gws-wiz.....0.#,1
SOCAR TRADING MIDDLE EAST DMCC,,,,,,,1
COSTA THE RETREAT DUBAI AE,The Retreat Palm Dubai MGallery By Sofitel,"Address: East Crescent, The Palm Jumeirah - Dubai - United Arab Emirates ",Phone:  +971 4 524 7777,4.5 864 Google reviews,http://www.theretreatpalmdubai.com/,https://www.google.com/search?source=hp&ei=vy2SXMCHC6S_jwSW1ZnICA&q=COSTA+THE+RETREAT+DUBAI+AE&oq=COSTA+THE+RETREAT+DUBAI+AE&gs_l=psy-ab.3...1487.1762..1788...0.0..0.0.0.......0....1..gws-wiz.....0.#,1
DUBAI PARKS AND RESORTS PJSC,,,,,,,1
ARABIAN PARK HOTEL DUBAI AE,Arabian Park Hotel,"Address: Al Jadaf Street, Behind Latifa Hospital, Al Jadaf - Dubai - United Arab Emirates ",Phone:  +971 4 324 5999,"3.9 1,704 Google reviews",http://www.arabianparkhotel.com/,https://www.google.com/search?source=hp&ei=2C2SXNO-KuS_jwSIxpWQAw&q=ARABIAN+PARK+HOTEL+DUBAI+AE&oq=ARABIAN+PARK+HOTEL+DUBAI+AE&gs_l=psy-ab.3...1348.1640..1662...0.0..0.0.0.......0....1..gws-wiz.....0.#,1
PAPPAROTI CAFE DUBAI AE,,,,,,,0
DEIRA LINE ELECTRONICS DUBAI ARE,Deira Line Electronics,Address: Street # 20 - Dubai - United Arab Emirates ,Phone:  +971 4 272 6106,2.8 4 Google reviews,,https://www.google.com/search?source=hp&ei=_i2SXPX3HpzGjgSNjIjIAw&q=DEIRA+LINE+ELECTRONICS+DUBAI+ARE&oq=DEIRA+LINE+ELECTRONICS+DUBAI+ARE&gs_l=psy-ab.3...1413.1719..1740...0.0..0.0.0.......0....1..gws-wiz.....0.#,1
NANDOS UAE LLC DUBAI AE,,,,,,,0
HOME CENTRE GULF LLC DUBAI AE,,,,,,,0
INTERNAL REVENUE,,,,,,,1
MAESTRO TRADING DUBAI ARE,Maestro Trading,Address: Al Buteen Street - Dubai - United Arab Emirates ,Phone:  +971 4 229 1654,,,https://www.google.com/search?source=hp&ei=LC6SXLqFKoPGjgTP84SACg&q=MAESTRO+TRADING+DUBAI+ARE&oq=MAESTRO+TRADING+DUBAI+ARE&gs_l=psy-ab.3...1589.1971..1999...0.0..0.0.0.......0....1..gws-wiz.....0.#,1
JOHNSON CONTROLS,,,,,,,1
SHIMADZU CORPORATION,Shimadzu (Asia Pacific) Pvt Ltd,"Address: 4, Vaithyaram Street, T Nagar, C/O Spinco Biotech Pvt Ltd, T Nagar, Chennai, Tamil Nadu 600017 ",Phone:  044 2434 0174,3.0 1 Google review,http://www.shimadzu.in/,,1
HOLIDAY INN EXPRESS DUBAI AE,,,,,,,0
BIN SERAY PHARMACY DUBAI AE,LIFE Pharmacy - Bin Seray,"Address: Opp Sunrise Supermarket, Oud Mehta Road, Near Lamcy Plaza - Dubai - United Arab Emirates Hours: Open ⋅ Closes 1AM  ",Phone:  +971 4 335 5446,3.7 7 Google reviews,http://www.life-me.com/,https://www.google.com/search?source=hp&ei=aC6SXOXdNYHKjgSmvIvYDw&q=BIN+SERAY+PHARMACY+DUBAI+AE&oq=BIN+SERAY+PHARMACY+DUBAI+AE&gs_l=psy-ab.3...1464.1835..1865...0.0..0.0.0.......0....1..gws-wiz.....0.#,1
DUDGEON OFFSHORE WIND LIMITED,,,,,,,1
EMIRATES 1762198921 DUBAI AE,,,,,,,1
ABU DHABI JUDICIAL DEPARTMENT,,,,,,,0
RAND PHARMACY DUBAI AE,Rand Pharmacy,Address: 1 Sheikh Zayed Rd - Dubai - United Arab Emirates Hours: Open now · Add full hours  ,Phone:  +971 4 331 5780,2.5 2 Google reviews,,https://www.google.com/search?source=hp&ei=mC6SXJWTBeuijwSFvbKAAg&q=RAND+PHARMACY+DUBAI+AE&oq=RAND+PHARMACY+DUBAI+AE&gs_l=psy-ab.3...1879.2170..2201...0.0..0.0.0.......0....1..gws-wiz.....0.#,1
MOEVENPICK HOTELS DUBAI AE,Mövenpick Hotel Jumeirah Lakes Towers,"Address: Cluster A,Building 2، Jumeirah Lake Towers - Dubai - United Arab Emirates ",Phone:  +971 4 438 0000,"4.2 1,110 Google reviews",https://www.movenpick.com/en/middle-east/uae/dubai/dubai-jumeirah-lakes-towers/overview/?utm_source=google&utm_medium=local&utm_campaign=Glocal+Jumeirah,https://www.google.com/search?source=hp&ei=pC6SXOfqHsmmjwTXua_ADg&q=MOEVENPICK+HOTELS+DUBAI+AE&oq=MOEVENPICK+HOTELS+DUBAI+AE&gs_l=psy-ab.3...1472.1740..1763...0.0..0.0.0.......0....1..gws-wiz.....0.#,1
UNIVERSAL LUBRICANTS FZE,Universal Lubricants,Address: Sharjah - United Arab Emirates Hours: Open 24 hours  ,Phone:  +971 6 532 0131,4.0 32 Google reviews,http://www.unilube.ae/index.php?page=blending-plants&PlantID=1,https://www.google.com/search?source=hp&ei=sS6SXIe4DMLGjwTm2JOQCw&q=UNIVERSAL+LUBRICANTS+FZE&oq=UNIVERSAL+LUBRICANTS+FZE&gs_l=psy-ab.3...1466.1977..2014...0.0..0.0.0.......0....1..gws-wiz.....0.#,1
C CARD FZ LLC,,,,,,,0
THE DRAFT HOUSE DUBAI AE,The Draft House,,,4.3 22 Google reviews,,https://www.google.com/search?source=hp&ei=0i6SXPvKBcv8jwStv5GADA&q=THE+DRAFT+HOUSE+DUBAI+AE&oq=THE+DRAFT+HOUSE+DUBAI+AE&gs_l=psy-ab.3...1478.1692..1712...0.0..0.0.0.......0....1..gws-wiz.....0.#,1
KFC BAWABIT AL SHARQ DUBAI AE,,,,,,,0
UNION MEDICAL CENTRE DUBAI AE,"Aster Clinic, Karama (UMC)",Address: 35 4 B St - Dubai - United Arab Emirates Hours: Open ⋅ Closes 12AM  ,Phone:  +971 4 397 8828,3.7 132 Google reviews,http://asterclinic.ae/clinic/union-medical-centre-karama/,https://www.google.com/search?source=hp&ei=6S6SXLDRO9GfjgSEwYWQCw&q=UNION+MEDICAL+CENTRE+DUBAI+AE&oq=UNION+MEDICAL+CENTRE+DUBAI+AE&gs_l=psy-ab.3...1458.1904..1934...0.0..0.0.0.......0....1..gws-wiz.....0.#,1
MCDONALDSENOC 6001 AL DUBAI AE,,,,,,,1
