CHINA VALLEY RESTAURAN DUBAI AE,China Valley Restaurant,Address: Sheikh Khalifa Bin Zayed Road (Trade Centre Road) - Dubai - United Arab Emirates ,Phone:  +971 4 336 4364,5.0 3 Google reviews,,https://www.google.com/search?source=hp&ei=JSuSXIjeO8fUjwT6-qqYCw&q=CHINA+VALLEY+RESTAURAN+DUBAI+AE&oq=CHINA+VALLEY+RESTAURAN+DUBAI+AE&gs_l=psy-ab.3...1465.1763..1785...0.0..0.0.0.......0....1..gws-wiz.....0.#,1
CARIBOU COFEE DUBAI AE,,,,,,,1
SHAKESPEARE CO. DUBAI AE,,,,,,,0
MAX ELECTRONICS LLC DUBAI AE,Emax Oasis Center,Address: 62 10 B St - Dubai - United Arab Emirates Hours: Open ⋅ Closes 10PM  ,Phone:  +971 4 515 4459,3.4 108 Google reviews,http://www.emaxme.com/,https://www.google.com/search?source=hp&ei=ViuSXMaXMpiRjwTXiZfQBA&q=MAX+ELECTRONICS+LLC+DUBAI+AE&oq=MAX+ELECTRONICS+LLC+DUBAI+AE&gs_l=psy-ab.3...1467.1800..1825...0.0..0.0.0.......0....1..gws-wiz.....0.#,1
LIBERTY RENT A CAR ABU DHABI AE,Liberty Rent a Car,Address: 7th St - Abu Dhabi - United Arab Emirates ,Phone:  +971 2 621 4848,4.5 6 Google reviews,,https://www.google.com/search?source=hp&ei=YyuSXNygFozdjwTktbuQBA&q=LIBERTY+RENT+A+CAR+ABU+DHABI+AE&oq=LIBERTY+RENT+A+CAR+ABU+DHABI+AE&gs_l=psy-ab.3...1497.1783..1808...0.0..0.0.0.......0....1..gws-wiz.....0.#,1
MIRAQE GENERAL TRADING DUBAI AE,,,,,,,0
WTC RESIDENTIAL RENT AC,,,,,,,0
LE MERIDIEN DUBAI DUBAI AE,,,,,,,0
SRILANKAN AIRLINES LIMITED,,,,,,,1
CIRCLE RESTAURANT LLC DUBAI AE,,,,,,,0
ZERO GRAVITY RESTAURAN DUBAI AE,Zero Gravity Dubai,"Address: Dubai Marina, Skydive Dubai Drop Zone - King Salman Bin Abdulaziz Al Saud St - Dubai - United Arab Emirates Hours: Open ⋅ Closes 12AM  ",Phone:  +971 4 399 0009,"4.4 1,840 Google reviews",http://0-gravity.ae/,https://www.google.com/search?source=hp&ei=tyuSXNJ8ye6PBJDfnbAL&q=ZERO+GRAVITY+RESTAURAN+DUBAI+AE&oq=ZERO+GRAVITY+RESTAURAN+DUBAI+AE&gs_l=psy-ab.3...1610.2051..2081...0.0..0.0.0.......0....1..gws-wiz.....0.#,1
LA MARQUISE DIAMONDS DUBAI AE,,,,,,,0
ALMAJLIS PHARMACY LLC DUBAI AE,Al Majlis Pharmacy,Address: 4th St - Dubai - United Arab Emirates ,Phone:  +971 4 238 4640,1.0 1 Google review,,https://www.google.com/search?source=hp&ei=zyuSXLOsNoXljwTDrpn4BA&q=ALMAJLIS+PHARMACY+LLC+DUBAI+AE&oq=ALMAJLIS+PHARMACY+LLC+DUBAI+AE&gs_l=psy-ab.3...1428.1742..1769...0.0..0.0.0.......0....1..gws-wiz.....0.#,1
BURJEEL PHARMACY LLC B ABU DHABI AE,Burjeel Medical Centre Al Zeina,"Address: Precinct B-01, Al Raha Beach, Al Zeina - Abu Dhabi - United Arab Emirates Hours: Open ⋅ Closes 10PM  ",Phone:  +971 2 508 5555,3.9 14 Google reviews,http://www.burjeel.com/,https://www.google.com/search?source=hp&ei=3CuSXI-qA56jjwSG26mICw&q=BURJEEL+PHARMACY+LLC+B+ABU+DHABI+AE&oq=BURJEEL+PHARMACY+LLC+B+ABU+DHABI+AE&gs_l=psy-ab.3..33i160.1540.2685..2716...0.0..0.402.1374.2-1j2j1......0....1..gws-wiz.....0..0.75wtQ_A8QWQ#,1
GRAND AL KAUSAR PHARMA DUBAI AE,Grand Al Kausar Pharmacy,Address: Dubai - United Arab Emirates ,Phone:  +971 4 351 1406,3.7 3 Google reviews,,https://www.google.com/search?source=hp&ei=XyySXJLLLIOcjgTX-KHQBw&q=GRAND+AL+KAUSAR+PHARMA+DUBAI+AE&oq=GRAND+AL+KAUSAR+PHARMA+DUBAI+AE&gs_l=psy-ab.3...1711.2164..2195...0.0..0.0.0.......0....1..gws-wiz.....0.#,1
BAY SQUARE HOTEL LLC DUBAI AE,DoubleTree by Hilton Dubai - Business Bay,Address: Dubai - United Arab Emirates ,Phone:  +971 4 551 1544,"4.5 1,066 Google reviews",http://doubletree3.hilton.com/en/hotels/uae/doubletree-by-hilton-dubai-business-bay-DXBBBDI/index.html?WT.mc_id=zDA0AE1DT2DMH3LocalSearch4DGGeneric_Apr56DXBBBDI7EN8i1,https://www.google.com/search?source=hp&ei=ayySXKPWO4HmjwTasZnoDw&q=BAY+SQUARE+HOTEL+LLC+DUBAI+AE&oq=BAY+SQUARE+HOTEL+LLC+DUBAI+AE&gs_l=psy-ab.3...1569.1857..1881...0.0..0.0.0.......0....1..gws-wiz.....0.#,1
IBIS DEIRA CITY CENTRE DUBAI AE,Hotel ibis Deira City Centre,"Address: 8th Street, Opp. Deira City Centre Port Saeed District - Dubai - United Arab Emirates ",Phone:  +971 4 292 5000,"4.2 1,882 Google reviews",http://www.accorhotels.com/lien_externe.svlt?goto=fiche_hotel&code_hotel=6481&merchantid=seo-maps-AE-6481&sourceid=aw-cen,https://www.google.com/search?source=hp&ei=eCySXNbpNoLcjwSni5LIAw&q=IBIS+DEIRA+CITY+CENTRE+DUBAI+AE&oq=IBIS+DEIRA+CITY+CENTRE+DUBAI+AE&gs_l=psy-ab.3...1644.2208..2235...0.0..0.0.0.......0....1..gws-wiz.....0.#,1
UASC UNITED ARAB SHIPPING COMPANY SAG AIRPORT ROAD SAFAT KUWAIT,,,,,,,0
SUPREME CHI ENERGY SPA DUBAI AE,Supreme Energy Spa,Address: Sheikh Zayed Road - Dubai - United Arab Emirates ,Phone:  +971 4 360 8836,4.0 8 Google reviews,http://supremspajlt.com/,https://www.google.com/search?source=hp&ei=kSySXKDOM4jPjwSIiLKoAw&q=SUPREME+CHI+ENERGY+SPA+DUBAI+AE&oq=SUPREME+CHI+ENERGY+SPA+DUBAI+AE&gs_l=psy-ab.3...1388.1768..1795...0.0..0.0.0.......0....1..gws-wiz.....0.#,1
AL JAZEERA FURNIURE ABU DHABI AE,,,,,,,0
RITZ RENT A CAR LLC DUBAI AE,,,,,,,0
HEALTH BAY POLYCLINIC DUBAI ARE,,,,,,,0
KINOKUNIYA BOOK STORES SINGAPORED X OFFICE NO SF ND FLOORTHE,,,,,,,0
THE LOFT FIFTH AVENUE DUBAI AE,,,,,,,0
LE MERIDIEN MINA SEYAH DUBAI AE,Le Méridien Mina Seyahi Beach Resort & Marina,Address: Dubai - United Arab Emirates ,Phone:  +971 4 399 3333,"4.5 2,796 Google reviews",https://www.marriott.com/hotels/travel/dxbms-le-meridien-mina-seyahi-beach-resort-and-marina/?scid=bb1a189a-fec3-4d19-a255-54ba596febe2,https://www.google.com/search?source=hp&ei=5yySXLMdq8mPBLK8geAN&q=LE+MERIDIEN+MINA+SEYAH+DUBAI+AE&oq=LE+MERIDIEN+MINA+SEYAH+DUBAI+AE&gs_l=psy-ab.3...1430.1842..1873...0.0..0.0.0.......0....1..gws-wiz.....0.#,1
WORLD WIDE EMIRATES SERVICES,,,,,,,0
GOVT OF SHARJAH CUSTOM DUTY ACCOUN T UAE UAE COMPANY SIB MAIN BR HOLD M SHARJAH AE,,,,,,,1
EMIRATES GROUP EMIRATES UNITED STATES DELMONICA PLAZA E TH,,,,,,,1
KIDZANIA DUBAI AE,,,,,,,1
ONE ONLY ROYAL MIRAG DUBAI AE,"One&Only Royal Mirage, Dubai",Address: King Salman Bin Abdulaziz Al Saud St - Dubai - United Arab Emirates ,Phone:  +971 4 399 9999,"4.7 1,081 Google reviews",https://www.oneandonlyresorts.com/one-and-only-royal-mirage-dubai?utm_source=GMBlisting&utm_medium=organic&utm_campaign=oorm-royal-mirage-gmb,https://www.google.com/search?source=hp&ei=Ly2SXIObIpzGjgSNjIjIAw&q=ONE+ONLY+ROYAL+MIRAG+DUBAI+AE&oq=ONE+ONLY+ROYAL+MIRAG+DUBAI+AE&gs_l=psy-ab.3...1406.1708..1732...0.0..0.0.0.......0....1..gws-wiz.....0.#,1
AL JASMI MOBILE PHONES DUBAI AE,Al Jasmi Mobile Phones,Address: Dubai - United Arab Emirates Hours: Open ⋅ Closes 12AM  ,Phone:  +971 4 332 2390,4.4 143 Google reviews,,https://www.google.com/search?source=hp&ei=PC2SXKW6G8rYjwTe5YD4Dw&q=AL+JASMI+MOBILE+PHONES+DUBAI+AE&oq=AL+JASMI+MOBILE+PHONES+DUBAI+AE&gs_l=psy-ab.3..0i10j0l6j0i10l2j0.1463.2667..2704...0.0..0.392.1100.3-3......0....1..gws-wiz.....0..0i131.VyLZmKzFL30#,1
GIRODANO FASHIONS LLC ABU DHABI AE,Giordano,Address: Level 2-C-84 - United Arab Emirates Hours: Open ⋅ Closes 10PM  ,Phone:  +971 55 205 1622,,http://giordano-me.com/,https://www.google.com/search?source=hp&ei=SS2SXIn1NarJjwSJ65KIBQ&q=GIRODANO+FASHIONS+LLC+ABU+DHABI+AE&oq=GIRODANO+FASHIONS+LLC+ABU+DHABI+AE&gs_l=psy-ab.3...1636.2230..2262...0.0..0.0.0.......0....1..gws-wiz.....0.#,1
NINEVEH RENT A CAR LLC DUBAI AE,Nineveh rent a car,Address: 14 Sheikh Khalifah Bin Zayed Rd - Dubai - United Arab Emirates ,Phone:  +971 4 379 5480,3.2 5 Google reviews,,https://www.google.com/search?source=hp&ei=Vi2SXN_EIqPojgTEjpKYBA&q=NINEVEH+RENT+A+CAR+LLC+DUBAI+AE&oq=NINEVEH+RENT+A+CAR+LLC+DUBAI+AE&gs_l=psy-ab.3...1508.1879..1907...0.0..0.0.0.......0....1..gws-wiz.....0.#,1
APPETITE THE SHOP DUBAI AE,,,,,,,0
FGT INDUSTRIES FZE,FGT INDUSTRIES FZE,Address: Dubai - United Arab Emirates Hours: Open ⋅ Closes 6PM  ,Phone:  +971 4 888 0001,4.0 4 Google reviews,,https://www.google.com/search?source=hp&ei=by2SXOafHpKRjwSCl5PwCQ&q=FGT+INDUSTRIES+FZE&oq=FGT+INDUSTRIES+FZE&gs_l=psy-ab.3...1561.1865..1906...0.0..0.0.0.......0....1..gws-wiz.....0.#,1
MASDAR OFFSHORE WIND UK LIMITED,,,,,,,0
MCDONALDS AL WARQAA DUBAI AE,,,,,,,1
MAHELE LIMITED,,,,,,,0
YAH ADVANCED SATELLITE,,,,,,,0
EUROCONTROL,Eurocontrol,,,,,,1
THE NAIL SPA DUBAI AE,,,,,,,0
MCDONALDSAL GHURAIR C DUBAI AE,,,,,,,0
THE LIME TREE CAFE LLC DUBAI AE,,,,,,,0
MAB FACILITIES MANAGEMENT LLC,MAB Facilities Management LLC,"Address: Shangri-La Office Towers, Office 702 - Sheikh Zayed Rd - Dubai - United Arab Emirates Hours: Open ⋅ Closes 5:30PM  ",Phone:  +971 4 343 4223,3.8 25 Google reviews,http://www.mab.ae/,https://www.google.com/search?source=hp&ei=6y2SXKzwMqWCjwTIir2QDQ&q=MAB+FACILITIES+MANAGEMENT+LLC&oq=MAB+FACILITIES+MANAGEMENT+LLC&gs_l=psy-ab.3...1683.1995..2018...0.0..0.0.0.......0....1..gws-wiz.....0.#,1
BURJ AL ARAB DUBAI AE,,,,,,,1
JASMINE FOOD COURT DUBAI AE,,,,,,,0
BOEING COMMERCIAL AIRPLANES,,,,,,,1
WUERTH FINANCE INTER,,,,,,,1
ARMAN CAFE DUBAI AE,Arman Cafe,Address: Al Maktoum Rd - Dubai - United Arab Emirates Hours: Open 24 hours  ,Phone:  +971 4 229 2983,3.9 48 Google reviews,,https://www.google.com/search?source=hp&ei=MS6SXOO8C62cjgTFl5vQDw&q=ARMAN+CAFE+DUBAI+AE&oq=ARMAN+CAFE+DUBAI+AE&gs_l=psy-ab.3...1481.1667..1690...0.0..0.0.0.......0....1..gws-wiz.....0.#,1
LMC CONCENTRATION,,,,,,,0
CHINA VALLEY RESTAURAN DUBAI AE,China Valley Restaurant,Address: Sheikh Khalifa Bin Zayed Road (Trade Centre Road) - Dubai - United Arab Emirates ,Phone:  +971 4 336 4364,5.0 3 Google reviews,,https://www.google.com/search?source=hp&ei=SS6SXKCkGOykjwTVl7L4Dw&q=CHINA+VALLEY+RESTAURAN+DUBAI+AE&oq=CHINA+VALLEY+RESTAURAN+DUBAI+AE&gs_l=psy-ab.3...1599.1890..1927...0.0..0.0.0.......0....1..gws-wiz.....0.#,1
CARIBOU COFEE DUBAI AE,,,,,,,1
SHAKESPEARE CO. DUBAI AE,,,,,,,0
MAX ELECTRONICS LLC DUBAI AE,Emax Oasis Center,Address: 62 10 B St - Dubai - United Arab Emirates Hours: Open ⋅ Closes 10PM  ,Phone:  +971 4 515 4459,3.4 108 Google reviews,http://www.emaxme.com/,https://www.google.com/search?source=hp&ei=eS6SXKT5IKvbjwTXtr9I&q=MAX+ELECTRONICS+LLC+DUBAI+AE&oq=MAX+ELECTRONICS+LLC+DUBAI+AE&gs_l=psy-ab.3...1479.1741..1761...0.0..0.0.0.......0....1..gws-wiz.....0.#,1
LIBERTY RENT A CAR ABU DHABI AE,Liberty Rent a Car,Address: 7th St - Abu Dhabi - United Arab Emirates ,Phone:  +971 2 621 4848,4.5 6 Google reviews,,https://www.google.com/search?source=hp&ei=hS6SXLfFFpaHjwTm5IKYCw&q=LIBERTY+RENT+A+CAR+ABU+DHABI+AE&oq=LIBERTY+RENT+A+CAR+ABU+DHABI+AE&gs_l=psy-ab.3...1430.1746..1771...0.0..0.0.0.......0....1..gws-wiz.....0.#,1
MIRAQE GENERAL TRADING DUBAI AE,,,,,,,0
WTC RESIDENTIAL RENT AC,,,,,,,0
LE MERIDIEN DUBAI DUBAI AE,,,,,,,0
SRILANKAN AIRLINES LIMITED,,,,,,,1
CIRCLE RESTAURANT LLC DUBAI AE,,,,,,,0
ZERO GRAVITY RESTAURAN DUBAI AE,Zero Gravity Dubai,"Address: Dubai Marina, Skydive Dubai Drop Zone - King Salman Bin Abdulaziz Al Saud St - Dubai - United Arab Emirates Hours: Open ⋅ Closes 12AM  ",Phone:  +971 4 399 0009,"4.4 1,840 Google reviews",http://0-gravity.ae/,https://www.google.com/search?source=hp&ei=2S6SXLT1PMfbjwTS0K6QCw&q=ZERO+GRAVITY+RESTAURAN+DUBAI+AE&oq=ZERO+GRAVITY+RESTAURAN+DUBAI+AE&gs_l=psy-ab.3...1945.2433..2463...0.0..0.0.0.......0....1..gws-wiz.....0.#,1
LA MARQUISE DIAMONDS DUBAI AE,,,,,,,0
ALMAJLIS PHARMACY LLC DUBAI AE,Al Majlis Pharmacy,Address: 4th St - Dubai - United Arab Emirates ,Phone:  +971 4 238 4640,1.0 1 Google review,,https://www.google.com/search?source=hp&ei=8i6SXPezFp6gjwSgiKX4Aw&q=ALMAJLIS+PHARMACY+LLC+DUBAI+AE&oq=ALMAJLIS+PHARMACY+LLC+DUBAI+AE&gs_l=psy-ab.3...1484.1896..1966...0.0..0.0.0.......0....1..gws-wiz.....0.#,1
BURJEEL PHARMACY LLC B ABU DHABI AE,Burjeel Medical Centre Al Zeina,"Address: Precinct B-01, Al Raha Beach, Al Zeina - Abu Dhabi - United Arab Emirates Hours: Open ⋅ Closes 10PM  ",Phone:  +971 2 508 5555,3.9 14 Google reviews,http://www.burjeel.com/,https://www.google.com/search?source=hp&ei=_i6SXMjrHouijwSp-6bIAQ&q=BURJEEL+PHARMACY+LLC+B+ABU+DHABI+AE&oq=BURJEEL+PHARMACY+LLC+B+ABU+DHABI+AE&gs_l=psy-ab.3...1550.1906..1936...0.0..0.0.0.......0....1..gws-wiz.....0.#,1
